0.9706206740842326	e
0.9951519222541152	e
0.6614989842991044	b
0.6352981485598292	b
0.9967827012698441	m
0.9905308474170749	b
0.7615896672770839	b
0.9996322077316417	e
0.9487218385497834	e
0.8947572592575228	t
0.9664440508244321	b
0.9995978960035349	b
0.9415779790435699	b
0.9795836299314803	b
0.9941390677612731	b
0.7986484889556468	b
0.9864691566499567	b
0.9360921099058634	e
0.6458168604497472	b
0.9872758678219147	b
0.5139235505865479	b
0.9966444248726551	b
0.7655740703709744	b
0.9750340786817783	e
0.9154656611040277	e
0.9579623035073063	b
0.9793999070986521	b
0.9664025616152221	t
0.995840284004255	b
0.9675718380264969	b
0.6496519217789624	e
0.9616083387777331	b
0.9791285091629609	b
0.8302003403235061	e
0.9886467704031643	b
0.9697935873869216	e
0.9371730858383809	t
0.9599076744895777	b
0.6371919210138297	e
0.9992225132302043	e
0.986609564462989	e
0.8954939260686168	e
0.8307235329929334	b
0.9083750353075409	b
0.8999623144688375	e
0.4678284125864722	b
0.9864458293068964	e
0.99623276385446	e
0.999942240410958	b
0.9929215935983902	e
0.7824196477721364	b
0.4911606450747558	e
0.8829110047796526	e
0.9968265585533065	e
0.9995123180374894	b
0.7367137321098909	b
0.9562365160213921	e
0.8161282291836296	t
0.9994811423007276	b
0.9425102237199486	b
0.999537614334651	e
0.9702907514705768	e
0.49770775943611173	b
0.5525858469972654	e
0.9674469795470769	e
0.9105160537837559	b
0.8459309048866653	b
0.590078250489999	t
0.9946286670203949	b
0.5772863158077898	t
0.9850043725226314	b
0.9812812450503353	e
0.9993727519782701	e
0.843668844343968	b
0.9108708355858638	e
0.9638717979505385	e
0.99974250074582	b
0.916996877394751	b
0.9712556273094981	b
0.8783247119130869	b
0.7891171609549457	t
0.9695948443527161	e
0.9882466360133161	b
0.49973014367475044	t
0.7433291416688179	t
0.9861326574667408	b
0.9939054139163129	b
0.9725134356946941	b
0.9918188133719741	b
0.9828867609859309	b
0.9845054264032611	e
0.9849601550095756	t
0.9989704998682019	e
0.9761709633836226	b
0.9957075556288995	e
0.9997158648658114	b
0.9081004847044226	e
0.9225851503100765	b
0.6199278889724688	b
0.7600126484950364	t
0.9701382728746021	e
0.9431641432008304	e
0.994638454786758	e
0.9672690175745068	e
0.9621150165432696	b
0.5590759308267135	m
0.9952599692385856	b
0.9833115250416821	b
0.5330795975466267	e
0.8396496583465939	b
0.960418643488707	e
0.9962800259851822	e
0.9717386092479103	e
0.46098774870358183	b
0.975784002822215	b
0.9991174688442749	e
0.8076756204399999	e
0.7592580341066042	e
0.4882862388514913	b
0.9837213820285756	b
0.9591626214790241	t
0.5422082605130749	t
0.39162320698085135	b
0.9950912133539326	e
0.9817360531817342	b
0.9994750873055243	b
0.5514523505543413	b
0.9994781642063603	e
0.9777222949975211	e
0.9694732170287312	e
0.5155608089888668	b
0.9966267007112096	e
0.9878687330914029	e
0.9419063650913412	b
0.8814021431107598	b
0.9973162556094886	b
0.80476676526185	b
0.8584640872941678	t
0.8854492723270783	b
0.9117790621605336	e
0.9445394753680006	b
0.9544887526644912	e
0.9932810229450835	e
0.9982142168337338	b
0.9532128400712382	b
0.9812568817322406	e
0.9991876873676279	b
0.4628124889353112	e
0.9941636215357637	e
0.8785607466047464	e
0.8651697598512448	e
0.8752532982101269	b
0.9977327275244572	b
0.9919073391865822	b
0.9992698867486314	b
0.9800894907852851	b
0.9865497815743436	b
0.8669891569599582	e
0.7764299397499446	b
0.997112901861384	e
0.8749066330317076	b
0.9393373593407264	t
